ST,STATE,ST_ABBR,STCNTY,COUNTY,FIPS,LOCATION,AREA_SQMI,E_TOTPOP,M_TOTPOP,E_HU,M_HU,E_HH,M_HH,E_POV150,M_POV150,E_UNEMP,M_UNEMP,E_HBURD,M_HBURD,E_NOHSDP,M_NOHSDP,E_UNINSUR,M_UNINSUR,E_AGE65,M_AGE65,E_AGE17,M_AGE17,E_DISABL,M_DISABL,E_SNGPNT,M_SNGPNT,E_LIMENG,M_LIMENG,E_MINRTY,M_MINRTY,E_MUNIT,M_MUNIT,E_MOBILE,M_MOBILE,E_CROWD,M_CROWD,E_NOVEH,M_NOVEH,E_GROUPQ,M_GROUPQ,EP_POV150,MP_POV150,EP_UNEMP,MP_UNEMP,EP_HBURD,MP_HBURD,EP_NOHSDP,MP_NOHSDP,EP_UNINSUR,MP_UNINSUR,EP_AGE65,MP_AGE65,EP_AGE17,MP_AGE17,EP_DISABL,MP_DISABL,EP_SNGPNT,MP_SNGPNT,EP_LIMENG,MP_LIMENG,EP_MINRTY,MP_MINRTY,EP_MUNIT,MP_MUNIT,EP_MOBILE,MP_MOBILE,EP_CROWD,MP_CROWD,EP_NOVEH,MP_NOVEH,EP_GROUPQ,MP_GROUPQ,EPL_POV150,EPL_UNEMP,EPL_HBURD,EPL_NOHSDP,EPL_UNINSUR,SPL_THEME1,RPL_THEME1,EPL_AGE65,EPL_AGE17,EPL_DISABL,EPL_SNGPNT,EPL_LIMENG,SPL_THEME2,RPL_THEME2,EPL_MINRTY,SPL_THEME3,RPL_THEME3,EPL_MUNIT,EPL_MOBILE,EPL_CROWD,EPL_NOVEH,EPL_GROUPQ,SPL_THEME4,RPL_THEME4,SPL_THEMES,RPL_THEMES,F_POV150,F_UNEMP,F_HBURD,F_NOHSDP,F_UNINSUR,F_THEME1,F_AGE65,F_AGE17,F_DISABL,F_SNGPNT,F_LIMENG,F_THEME2,F_MINRTY,F_THEME3,F_MUNIT,F_MOBILE,F_CROWD,F_NOVEH,F_GROUPQ,F_THEME4,F_TOTAL,E_DAYPOP,E_NOINT,M_NOINT,E_AFAM,M_AFAM,E_HISP,M_HISP,E_ASIAN,M_ASIAN,E_AIAN,M_AIAN,E_NHPI,M_NHPI,E_TWOMORE,M_TWOMORE,E_OTHERRACE,M_OTHERRACE,EP_NOINT,MP_NOINT,EP_AFAM,MP_AFAM,EP_HISP,MP_HISP,EP_ASIAN,MP_ASIAN,EP_AIAN,MP_AIAN,EP_NHPI,MP_NHPI,EP_TWOMORE,MP_TWOMORE,EP_OTHERRACE,MP_OTHERRACE
47,Tennessee,TN,47001,Anderson County,47001,"Anderson County, Tennessee",337.206007584718,77337,0,35326,59,31275,606,18590,1383,1890,355,7208,689,5034,542,7555,907,15586,99,16413,34,15735,882,1698,326,596,277,9604,309,3104,471,3592,423,531,196,1687,378,1322,50,24.5,1.8,5.4,1.0,23.0,2.2,9.1,1.0,9.9,1.2,20.2,0.1,21.2,0.1,20.6,1.2,5.4,1.0,0.8,0.4,12.4,0.4,8.8,1.3,10.2,1.2,1.7,0.6,5.4,1.2,1.7,0.1,0.3298,0.5213,0.7447,0.0851,0.4255,2.1064,0.3085,0.5745,0.5319,0.6064,0.3936,0.6277,2.7341,0.734,0.5532,0.5532,0.5532,0.9149,0.2128,0.4574,0.617,0.5638,2.7659,0.7021,8.1596,0.5745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,80049,3702,446,2442,322,2661,0,1017,145,196,122,62,90,2792,458,434,275,11.8,1.4,3.2,0.4,3.4,0.0,1.3,0.2,0.3,0.2,0.1,0.1,3.6,0.6,0.6,0.4
47,Tennessee,TN,47003,Bedford County,47003,"Bedford County, Tennessee",473.638947756194,50533,0,19813,43,18469,369,10840,1244,1127,323,4527,597,5060,754,6932,973,7356,246,12669,137,7688,656,1507,394,949,389,12540,61,485,229,2596,407,595,247,717,224,616,29,21.8,2.5,4.6,1.3,24.5,3.2,15.0,2.2,13.8,1.9,14.6,0.5,25.1,0.3,15.4,1.3,8.2,2.1,2.0,0.8,24.8,0.1,2.5,1.2,13.1,2.1,3.2,1.3,3.9,1.2,1.2,0.1,0.2128,0.3723,0.8617,0.6064,0.9362,2.9894,0.7234,0.0638,0.9787,0.1809,0.883,0.9362,3.0426,0.8511,0.8617,0.8617,0.8617,0.6809,0.3936,0.9468,0.266,0.2021,2.4894,0.5532,9.3831,0.8191,0,0,0,0,1,1,0,1,0,0,1,2,0,0,0,0,1,0,0,1,4,47689,3048,517,3267,343,6857,0,169,155,136,85,0,32,1848,460,263,242,16.5,2.8,6.5,0.7,13.6,0.0,0.3,0.3,0.3,0.2,0.0,0.1,3.7,0.9,0.5,0.5
47,Tennessee,TN,47005,Benton County,47005,"Benton County, Tennessee",394.306038539842,15933,0,8537,33,6736,285,4672,583,420,160,1129,218,1776,306,1643,300,3754,93,3112,67,3947,333,360,143,0,84,1373,154,79,50,2425,242,66,41,284,116,190,8,29.6,3.7,6.5,2.5,16.8,3.2,15.3,2.6,10.4,1.9,23.6,0.6,19.5,0.4,25.0,2.1,5.3,2.1,0.0,0.6,8.6,1.0,0.9,0.6,28.4,2.8,1.0,0.6,4.2,1.7,1.2,0.1,0.6596,0.766,0.0957,0.6383,0.5106,2.6702,0.5957,0.9468,0.2447,0.8936,0.3723,0.0,2.4574,0.5319,0.266,0.266,0.266,0.2766,0.9362,0.1064,0.3191,0.2021,1.8404,0.1596,7.234,0.3511,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,2,13193,1653,223,304,150,289,213,170,133,18,38,123,151,469,209,0,21,24.5,3.1,1.9,0.9,1.8,1.3,1.1,0.8,0.1,0.2,0.8,1.0,2.9,1.3,0.0,0.3
47,Tennessee,TN,47007,Bledsoe County,47007,"Bledsoe County, Tennessee",406.555161941736,14816,0,5860,56,4851,196,4788,663,402,185,811,219,2504,395,2324,572,2861,53,2428,304,3624,450,139,67,73,93,1875,84,18,15,1562,250,116,73,251,103,1174,63,35.1,4.9,6.7,3.2,16.7,4.5,21.9,3.4,17.0,4.2,19.3,0.4,16.4,2.1,26.6,3.3,2.8,1.4,0.5,0.7,12.7,0.6,0.3,0.3,26.7,4.3,2.4,1.5,5.2,2.1,7.9,0.4,0.9574,0.7979,0.0851,0.9787,1.0,3.8191,0.9362,0.4681,0.0106,0.9468,0.0532,0.4468,1.9255,0.1596,0.5745,0.5745,0.5745,0.0638,0.9255,0.7979,0.5851,0.9255,3.2978,0.9255,9.6169,0.8511,1,0,0,1,1,3,0,0,1,0,0,1,0,0,0,1,0,0,1,2,6,13045,986,210,845,296,448,0,20,24,45,40,0,21,490,290,27,33,20.3,4.2,5.7,2.0,3.0,0.0,0.1,0.2,0.3,0.3,0.0,0.3,3.3,2.0,0.2,0.2
47,Tennessee,TN,47009,Blount County,47009,"Blount County, Tennessee",558.819628520376,135951,0,60058,84,53456,571,22415,1701,2768,559,10091,719,9394,764,13298,1489,28024,172,26988,0,18086,1026,2408,420,921,292,13789,362,2541,398,6743,548,1085,297,1585,323,2008,86,16.8,1.3,4.1,0.8,18.9,1.3,9.6,0.8,9.9,1.1,20.6,0.1,19.9,0.0,13.4,0.8,4.5,0.8,0.7,0.2,10.1,0.3,4.2,0.7,11.2,0.9,2.1,0.6,3.0,0.6,1.5,0.1,0.0426,0.266,0.266,0.1064,0.4255,1.1065,0.0745,0.6702,0.2979,0.117,0.2021,0.5851,1.8723,0.1064,0.4574,0.4574,0.4574,0.7766,0.2766,0.6596,0.117,0.4681,2.2979,0.4149,5.7341,0.0957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128865,7384,690,3589,368,5234,0,1008,158,74,60,36,45,3518,490,330,160,13.8,1.3,2.6,0.3,3.8,0.0,0.7,0.1,0.1,0.1,0.0,0.1,2.6,0.4,0.2,0.1
47,Tennessee,TN,47011,Bradley County,47011,"Bradley County, Tennessee",328.761687731624,108859,0,44924,44,41340,555,24693,1906,2894,558,9575,858,8806,699,11758,1076,18634,146,23576,0,19672,1065,2608,497,1403,361,17535,527,2063,374,4622,530,723,194,1957,395,3157,51,23.4,1.8,5.4,1.0,23.2,2.1,11.8,0.9,10.9,1.0,17.1,0.1,21.7,0.0,18.2,1.0,6.3,1.2,1.4,0.4,16.1,0.5,4.6,0.8,10.3,1.2,1.7,0.5,4.7,1.0,2.9,0.0,0.266,0.5213,0.7553,0.2872,0.617,2.4468,0.5,0.234,0.617,0.4043,0.6809,0.8511,2.7873,0.7766,0.7234,0.7234,0.7234,0.8085,0.234,0.4574,0.4574,0.766,2.7233,0.6915,8.6808,0.6915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111119,5745,657,4972,304,7506,0,1044,147,202,89,0,32,2670,387,1141,508,13.9,1.5,4.6,0.3,6.9,0.0,1.0,0.1,0.2,0.1,0.0,0.1,2.5,0.4,1.0,0.5
47,Tennessee,TN,47013,Campbell County,47013,"Campbell County, Tennessee",480.189384403314,39397,0,20155,55,16255,445,12544,1246,1161,251,3626,435,5349,524,3944,494,8123,99,8091,98,10951,746,744,194,83,120,1630,44,747,195,3124,314,379,210,1008,200,684,15,32.6,3.2,7.1,1.6,22.3,2.6,18.8,1.9,10.2,1.3,20.6,0.3,20.5,0.2,28.3,1.9,4.6,1.2,0.2,0.3,4.1,0.1,3.7,1.0,15.5,1.6,2.3,1.3,6.2,1.2,1.7,0.0,0.8723,0.8298,0.6596,0.8511,0.4894,3.7022,0.9149,0.6702,0.4149,1.0,0.2234,0.1702,2.4787,0.5532,0.0213,0.0213,0.0213,0.766,0.4574,0.734,0.7553,0.5638,3.2765,0.9043,9.4787,0.8298,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,32933,4244,387,117,85,661,0,176,15,17,17,0,29,645,88,14,24,26.1,2.3,0.3,0.2,1.7,0.0,0.4,0.1,0.0,0.1,0.0,0.1,1.6,0.2,0.0,0.1
47,Tennessee,TN,47015,Cannon County,47015,"Cannon County, Tennessee",265.635233516658,14481,0,6338,57,5769,170,3540,614,217,131,1037,217,1486,261,1631,374,2515,29,3099,27,2807,335,286,93,48,86,1027,27,31,33,1053,223,95,66,283,125,152,6,24.7,4.3,3.3,2.0,18.0,3.7,14.4,2.5,11.4,2.6,17.4,0.2,21.4,0.2,19.6,2.3,5.0,1.6,0.4,0.6,7.1,0.2,0.5,0.5,16.6,3.5,1.6,1.1,4.9,2.1,1.0,0.0,0.3511,0.0532,0.1702,0.5638,0.6915,1.8298,0.2553,0.266,0.5426,0.5426,0.2766,0.383,2.0108,0.2234,0.1596,0.1596,0.1596,0.1489,0.5,0.4255,0.4787,0.117,1.6701,0.1064,5.6703,0.0745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9187,1440,218,359,84,397,0,0,21,19,19,2,3,250,87,0,21,25.0,3.8,2.5,0.6,2.7,0.0,0.0,0.3,0.1,0.1,0.0,0.1,1.7,0.6,0.0,0.3
47,Tennessee,TN,47017,Carroll County,47017,"Carroll County, Tennessee",597.657317116062,28381,0,13117,53,11038,325,7952,803,574,158,2126,318,2189,266,2922,446,5710,74,6173,0,5621,491,598,159,55,97,4533,12,150,68,2187,265,96,61,734,221,1061,30,29.1,2.9,4.6,1.2,19.3,2.8,11.3,1.4,10.5,1.6,20.1,0.3,21.8,0.0,20.1,1.8,5.5,1.4,0.2,0.4,16.0,0.0,1.1,0.5,16.7,2.0,0.8,0.6,6.6,2.0,3.7,0.1,0.6383,0.3723,0.3191,0.2447,0.5532,2.1276,0.3191,0.5426,0.6383,0.5851,0.4468,0.1702,2.383,0.4468,0.7128,0.7128,0.7128,0.3723,0.5106,0.0638,0.7979,0.8298,2.5744,0.6064,7.7978,0.4681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25578,2404,310,2506,241,881,0,87,76,31,26,0,25,1026,232,2,5,21.8,2.8,8.8,0.8,3.1,0.0,0.3,0.3,0.1,0.1,0.0,0.1,3.6,0.8,0.0,0.1
47,Tennessee,TN,47019,Carter County,47019,"Carter County, Tennessee",341.258232244954,56315,0,27881,48,23940,393,16700,1289,1794,316,5041,555,5284,549,7157,792,12439,112,10157,61,12302,848,1324,272,234,165,3982,132,587,168,5191,554,281,120,1420,234,1570,26,30.6,2.4,7.2,1.2,21.1,2.3,12.6,1.3,12.9,1.4,22.1,0.2,18.0,0.1,22.2,1.5,5.5,1.1,0.4,0.3,7.1,0.2,2.1,0.6,18.6,2.0,1.2,0.5,5.9,1.0,2.8,0.0,0.7766,0.8404,0.5532,0.4043,0.8511,3.4256,0.8191,0.8404,0.0745,0.734,0.4468,0.383,2.4787,0.5532,0.1596,0.1596,0.1596,0.5957,0.5851,0.1702,0.7234,0.7553,2.8297,0.7447,8.8936,0.734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44169,5116,526,1212,146,1526,0,259,95,35,29,19,31,910,225,21,31,21.4,2.1,2.2,0.3,2.7,0.0,0.5,0.2,0.1,0.1,0.0,0.1,1.6,0.4,0.0,0.1
47,Tennessee,TN,47021,Cheatham County,47021,"Cheatham County, Tennessee",302.497959030778,41184,0,16864,39,15708,346,6832,1062,801,209,2652,364,3243,495,4172,565,6389,115,8829,46,5966,623,907,236,370,237,4034,339,758,255,1925,306,290,143,275,110,357,11,16.8,2.6,3.7,1.0,16.9,2.3,11.1,1.7,10.2,1.4,15.5,0.3,21.4,0.1,14.6,1.5,5.8,1.5,1.0,0.6,9.8,0.8,4.5,1.5,11.4,1.8,1.9,0.9,1.8,0.7,0.9,0.0,0.0426,0.1383,0.117,0.234,0.4894,1.0213,0.0319,0.1064,0.5426,0.1596,0.5851,0.7128,2.1065,0.266,0.4362,0.4362,0.4362,0.7979,0.3191,0.5213,0.0,0.0532,1.6915,0.117,5.2555,0.0319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28404,2131,327,788,151,1580,0,219,59,102,69,15,24,1045,231,285,279,13.6,2.0,1.9,0.4,3.8,0.0,0.5,0.1,0.2,0.2,0.0,0.1,2.5,0.6,0.7,0.7
47,Tennessee,TN,47023,Chester County,47023,"Chester County, Tennessee",285.736126418348,17392,0,7224,19,6106,279,4584,806,522,228,976,246,1626,387,1808,519,3003,173,3751,91,2023,357,421,138,46,102,2682,42,137,89,1142,283,32,37,243,105,1302,24,28.6,5.0,6.9,3.0,16.0,4.0,14.4,3.5,10.6,3.0,17.3,1.0,21.6,0.5,11.8,2.1,6.9,2.2,0.3,0.6,15.4,0.2,1.9,1.2,15.8,3.9,0.5,0.6,4.0,1.7,7.5,0.1,0.5957,0.8085,0.0213,0.5638,0.5638,2.5531,0.5319,0.2447,0.5851,0.0426,0.8085,0.3298,2.0107,0.2128,0.6809,0.6809,0.6809,0.5106,0.4681,0.0426,0.2766,0.9149,2.2128,0.3511,7.4575,0.383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,13945,1007,226,1795,89,511,0,30,28,0,21,0,21,239,108,107,86,16.5,3.7,10.3,0.5,2.9,0.0,0.2,0.2,0.0,0.2,0.0,0.2,1.4,0.6,0.6,0.5
47,Tennessee,TN,47025,Claiborne County,47025,"Claiborne County, Tennessee",434.603909686942,32092,0,15358,60,13479,314,9287,1052,833,234,3033,369,4107,545,2865,451,6310,70,6061,79,8163,679,550,163,62,117,1704,37,249,121,3803,385,159,82,687,196,1273,61,30.3,3.4,6.1,1.7,22.5,2.7,17.8,2.4,9.1,1.4,19.7,0.2,18.9,0.2,25.9,2.2,4.1,1.2,0.2,0.4,5.3,0.1,1.6,0.8,24.8,2.5,1.2,0.6,5.1,1.4,4.0,0.2,0.7447,0.6809,0.7021,0.7553,0.2234,3.1064,0.766,0.4894,0.1489,0.9255,0.1702,0.1702,1.9042,0.1383,0.0957,0.0957,0.0957,0.4681,0.8404,0.1702,0.5532,0.8511,2.883,0.7872,7.9893,0.5319,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,30237,3885,433,268,94,482,0,266,50,19,20,0,29,669,107,0,29,28.8,3.2,0.8,0.3,1.5,0.0,0.8,0.2,0.1,0.1,0.0,0.1,2.1,0.3,0.0,0.1
47,Tennessee,TN,47027,Clay County,47027,"Clay County, Tennessee",236.529245058768,7592,0,3981,23,3035,179,2746,479,155,106,505,155,828,220,618,260,1834,65,1537,97,1768,283,163,79,164,132,466,13,80,48,1181,217,25,41,197,88,115,39,36.7,6.4,5.5,3.7,16.6,5.0,15.0,4.1,8.3,3.5,24.2,0.9,20.2,1.3,23.6,3.8,5.4,2.6,2.3,1.8,6.1,0.2,2.1,1.2,29.7,5.5,0.8,1.4,6.5,2.9,1.5,0.5,0.9681,0.617,0.0638,0.6064,0.1064,2.3617,0.4574,0.9681,0.3298,0.8617,0.3936,0.9574,3.5106,0.9894,0.117,0.117,0.117,0.5957,0.9681,0.0638,0.7872,0.4681,2.8829,0.7766,8.8722,0.7128,1,0,0,0,0,1,1,0,0,0,1,2,0,0,0,1,0,0,0,1,4,5936,813,156,53,56,211,160,43,64,29,52,0,19,130,100,0,19,26.8,5.1,0.7,0.7,2.8,2.1,0.6,0.8,0.4,0.7,0.0,0.6,1.7,1.3,0.0,0.6
47,Tennessee,TN,47029,Cocke County,47029,"Cocke County, Tennessee",436.134858943426,36186,0,17833,25,14547,437,12155,1184,978,249,3599,495,4076,517,4579,684,7841,107,7376,40,8403,687,1080,265,168,142,2711,43,51,47,5057,493,337,179,622,195,361,9,34.1,3.3,6.2,1.5,24.7,3.3,15.5,2.0,12.8,1.9,21.7,0.3,20.4,0.1,23.4,1.9,7.5,1.8,0.5,0.4,7.5,0.1,0.2,0.3,28.4,2.8,2.3,1.2,4.3,1.3,1.0,0.0,0.9362,0.7128,0.8723,0.6596,0.8404,4.0213,0.9468,0.7872,0.3723,0.8511,0.8511,0.4468,3.3085,0.9468,0.1915,0.1915,0.1915,0.0426,0.9362,0.734,0.3511,0.117,2.1809,0.3191,9.7022,0.8723,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,30348,3675,450,433,142,1029,0,172,45,171,66,42,60,864,169,0,29,25.3,3.0,1.2,0.4,2.8,0.0,0.5,0.1,0.5,0.2,0.1,0.2,2.4,0.5,0.0,0.1
47,Tennessee,TN,47031,Coffee County,47031,"Coffee County, Tennessee",428.963337846902,58080,0,24958,36,22689,388,15244,1312,1235,344,4988,554,4964,570,5557,757,10117,151,13962,0,10750,824,1730,348,577,363,7704,218,1038,267,3241,406,374,123,980,211,682,20,26.6,2.3,4.6,1.3,22.0,2.4,12.6,1.5,9.7,1.3,17.4,0.3,24.0,0.0,18.7,1.4,7.6,1.5,1.1,0.7,13.3,0.4,4.2,1.1,13.0,1.6,1.7,0.5,4.3,0.9,1.2,0.0,0.4255,0.3723,0.6277,0.4043,0.3723,2.2021,0.3511,0.266,0.9043,0.4468,0.8617,0.7447,3.2235,0.9255,0.617,0.617,0.617,0.7766,0.383,0.4574,0.3511,0.2021,2.1702,0.2872,8.2128,0.617,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,62187,5270,614,2182,249,3030,0,747,61,14,22,125,71,1355,244,251,206,23.2,2.7,3.8,0.4,5.2,0.0,1.3,0.1,0.0,0.1,0.2,0.1,2.3,0.4,0.4,0.4
47,Tennessee,TN,47033,Crockett County,47033,"Crockett County, Tennessee",265.528087508944,13955,0,6109,22,5409,156,3337,500,252,89,1139,191,1351,220,1658,291,2645,56,3294,11,2257,273,579,156,320,112,3913,62,36,29,848,165,122,59,279,111,223,5,24.3,3.6,3.8,1.4,21.1,3.5,14.3,2.3,12.1,2.1,19.0,0.4,23.6,0.1,16.4,2.0,10.7,2.9,2.4,0.9,28.0,0.4,0.5,0.5,13.9,2.7,2.3,1.1,5.2,2.0,1.6,0.0,0.3085,0.1702,0.5532,0.5426,0.7872,2.3617,0.4574,0.4468,0.8617,0.234,0.9894,0.9681,3.5,0.9787,0.883,0.883,0.883,0.1489,0.4362,0.734,0.5851,0.5106,2.4148,0.4681,9.1595,0.766,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,2,11339,761,145,1531,155,1610,0,65,6,88,80,8,9,605,177,6,12,14.1,2.6,11.0,1.1,11.5,0.0,0.5,0.1,0.6,0.6,0.1,0.1,4.3,1.3,0.0,0.1
47,Tennessee,TN,47035,Cumberland County,47035,"Cumberland County, Tennessee",681.306040125336,61552,0,30555,48,26931,438,17284,1536,1365,268,5135,582,5099,658,5567,600,19390,134,10398,126,12873,817,841,178,125,141,3844,104,656,201,4311,424,323,147,1510,379,650,12,28.4,2.5,5.7,1.1,19.1,2.1,10.7,1.4,9.1,1.0,31.5,0.2,16.9,0.2,21.1,1.3,3.1,0.7,0.2,0.2,6.2,0.2,2.2,0.7,14.1,1.4,1.2,0.5,5.6,1.4,1.1,0.0,0.5745,0.6277,0.3085,0.1809,0.2234,1.915,0.2979,1.0,0.0426,0.617,0.0745,0.1702,1.9043,0.1489,0.1277,0.1277,0.1277,0.6596,0.4468,0.1702,0.6809,0.1489,2.1064,0.2553,6.0534,0.1277,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,60079,4143,397,483,93,1982,0,165,99,101,71,0,32,1074,176,39,40,15.4,1.5,0.8,0.2,3.2,0.0,0.3,0.2,0.2,0.1,0.0,0.1,1.7,0.3,0.1,0.1
47,Tennessee,TN,47037,Davidson County,47037,"Davidson County, Tennessee",503.476697960094,709786,0,333753,212,302663,1642,154442,5018,19028,1708,94711,2956,47876,1940,85374,3666,90770,13,144475,0,80142,2408,21090,1474,32116,2121,315421,1181,85684,2664,4455,554,8189,896,20202,1226,20968,208,22.4,0.7,4.6,0.4,31.3,1.0,9.7,0.4,12.1,0.5,12.8,0.1,20.4,0.0,11.4,0.3,6.9,0.5,4.8,0.3,44.4,0.2,25.7,0.8,1.3,0.2,2.7,0.3,6.7,0.4,3.0,0.0,0.234,0.3723,0.9787,0.117,0.7872,2.4892,0.5106,0.0213,0.3723,0.0213,0.8085,1.0,2.2234,0.3298,0.9574,0.9574,0.9574,1.0,0.0106,0.883,0.8404,0.8085,3.5425,0.9681,9.2125,0.7766,0,0,1,0,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,1,4,880247,26878,1397,184819,1857,75237,0,25431,1044,484,153,358,77,25742,2356,3350,816,8.9,0.5,26.0,0.3,10.6,0.0,3.6,0.1,0.1,0.1,0.1,0.1,3.6,0.3,0.5,0.1
47,Tennessee,TN,47039,Decatur County,47039,"Decatur County, Tennessee",333.878529197152,11483,0,6584,25,4363,205,3585,505,379,174,767,172,1244,243,1118,232,2699,53,2320,53,1808,260,117,68,18,85,1028,61,57,41,1372,193,89,47,167,67,216,5,31.8,4.5,7.9,3.6,17.6,3.9,14.9,2.9,9.9,2.1,23.5,0.5,20.2,0.5,16.0,2.3,2.7,1.6,0.2,0.8,9.0,0.5,0.9,0.6,20.8,2.9,2.0,1.1,3.8,1.5,1.9,0.0,0.8404,0.9043,0.1383,0.5957,0.4255,2.9042,0.6915,0.9362,0.3298,0.2234,0.0426,0.1702,1.7022,0.0319,0.2979,0.2979,0.2979,0.2766,0.6809,0.5957,0.2553,0.6383,2.4468,0.5106,7.3511,0.3723,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,10576,997,174,270,107,408,0,12,17,0,21,0,21,338,142,0,21,22.9,4.0,2.4,0.9,3.6,0.0,0.1,0.1,0.0,0.4,0.0,0.4,2.9,1.2,0.0,0.4
47,Tennessee,TN,47041,DeKalb County,47041,"DeKalb County, Tennessee",304.41476858741,20209,0,9903,34,8360,265,6682,874,440,136,2313,445,2720,403,1929,392,3777,104,4370,56,4272,429,390,153,167,162,2625,61,200,154,1623,273,192,115,726,182,341,51,33.8,4.4,5.0,1.6,27.7,5.3,18.9,2.8,9.7,2.0,18.7,0.5,21.6,0.3,21.4,2.1,4.6,1.8,0.9,0.9,13.0,0.3,2.0,1.6,16.4,2.8,2.3,1.4,8.7,2.1,1.7,0.3,0.9255,0.4362,0.9362,0.8617,0.3723,3.5319,0.8511,0.4255,0.5851,0.6383,0.2234,0.6702,2.5425,0.6064,0.6064,0.6064,0.6064,0.5426,0.4787,0.734,0.9468,0.5638,3.2659,0.8936,9.9467,0.8936,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,18791,1840,331,320,84,1697,0,90,76,61,64,0,25,434,141,23,27,22.0,3.9,1.6,0.4,8.4,0.0,0.4,0.4,0.3,0.3,0.0,0.2,2.1,0.7,0.1,0.1
47,Tennessee,TN,47043,Dickson County,47043,"Dickson County, Tennessee",489.899148542082,54563,0,22742,33,20329,392,9598,1129,1025,300,3673,471,4414,556,5332,840,8889,148,12370,0,9325,717,1068,266,213,164,6459,189,438,134,2852,328,425,155,391,117,729,41,17.8,2.1,3.8,1.1,18.1,2.3,11.6,1.5,9.8,1.5,16.3,0.3,22.7,0.0,17.2,1.3,5.2,1.3,0.4,0.3,11.8,0.3,1.9,0.6,12.5,1.4,2.1,0.8,1.9,0.6,1.3,0.1,0.0851,0.1702,0.1809,0.2766,0.4149,1.1277,0.0851,0.1596,0.7766,0.3085,0.3298,0.383,1.9575,0.1915,0.5106,0.5106,0.5106,0.5106,0.3511,0.6596,0.0106,0.2979,1.8298,0.1383,5.4256,0.0638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46362,3256,428,1984,276,2301,0,48,57,98,58,0,32,1812,301,216,163,16.0,2.0,3.6,0.5,4.2,0.0,0.1,0.1,0.2,0.1,0.0,0.1,3.3,0.6,0.4,0.3
47,Tennessee,TN,47045,Dyer County,47045,"Dyer County, Tennessee",512.350430032834,36818,0,16278,29,14640,299,10022,1091,752,229,3703,506,2957,432,3400,659,6476,84,8710,51,6659,494,1326,273,211,166,7987,167,425,162,1037,206,136,84,939,259,566,22,27.7,3.0,4.5,1.4,25.3,3.4,11.8,1.7,9.4,1.8,17.6,0.2,23.7,0.1,18.4,1.4,9.1,1.9,0.6,0.5,21.7,0.5,2.6,1.0,6.4,1.3,0.9,0.6,6.4,1.7,1.5,0.1,0.4894,0.3404,0.8936,0.2872,0.3085,2.3191,0.4468,0.3085,0.8723,0.4149,0.9362,0.5106,3.0425,0.8404,0.8298,0.8298,0.8298,0.7021,0.117,0.0851,0.7766,0.4681,2.1489,0.2766,8.3403,0.6489,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,38678,2185,287,4888,358,1382,0,166,86,38,30,12,23,1501,409,0,29,14.9,2.0,13.3,1.0,3.8,0.0,0.5,0.2,0.1,0.1,0.0,0.1,4.1,1.1,0.0,0.1
