,,,,All Ages,All Ages,All Ages,All Ages,All Ages,All Ages,All Ages,All Ages,All Ages,< 1 Year,< 1 Year,< 1 Year,< 1 Year,< 1 Year,< 1 Year,< 1 Year,< 1 Year,< 1 Year,1-5 Years,1-5 Years,1-5 Years,1-5 Years,1-5 Years,1-5 Years,1-5 Years,1-5 Years,1-5 Years,6-10 Years,6-10 Years,6-10 Years,6-10 Years,6-10 Years,6-10 Years,6-10 Years,6-10 Years,6-10 Years,11-17 Years,11-17 Years,11-17 Years,11-17 Years,11-17 Years,11-17 Years,11-17 Years,11-17 Years,11-17 Years,18-34 Years,18-34 Years,18-34 Years,18-34 Years,18-34 Years,18-34 Years,18-34 Years,18-34 Years,18-34 Years,35-49 Years,35-49 Years,35-49 Years,35-49 Years,35-49 Years,35-49 Years,35-49 Years,35-49 Years,35-49 Years,50-64 Years,50-64 Years,50-64 Years,50-64 Years,50-64 Years,50-64 Years,50-64 Years,50-64 Years,50-64 Years,65 +,65 +,65 +,65 +,65 +,65 +,65 +,65 +,65 +,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,All Ethnicities,"White, Non-Hispanic","Black, Non-Hispanic",Hispanic/Latino,Unknown,"Asian, Non-Hispanic","American Indian/Alaska Native, Non-Hispanic","Pacific Islander, Non-Hispanic","Multiracial, Non-Hispanic",All Ethnicities,"White, Non-Hispanic","Black, Non-Hispanic",Hispanic/Latino,Unknown,"Asian, Non-Hispanic","American Indian/Alaska Native, Non-Hispanic","Pacific Islander, Non-Hispanic","Multiracial, Non-Hispanic",All Ethnicities,"White, Non-Hispanic","Black, Non-Hispanic",Hispanic/Latino,Unknown,"Asian, Non-Hispanic","American Indian/Alaska Native, Non-Hispanic","Pacific Islander, Non-Hispanic","Multiracial, Non-Hispanic",All Ethnicities,"White, Non-Hispanic","Black, Non-Hispanic",Hispanic/Latino,Unknown,"Asian, Non-Hispanic","American Indian/Alaska Native, Non-Hispanic","Pacific Islander, Non-Hispanic","Multiracial, Non-Hispanic",All Ethnicities,"White, Non-Hispanic","Black, Non-Hispanic",Hispanic/Latino,Unknown,"Asian, Non-Hispanic","American Indian/Alaska Native, Non-Hispanic","Pacific Islander, Non-Hispanic","Multiracial, Non-Hispanic",All Ethnicities,"White, Non-Hispanic","Black, Non-Hispanic",Hispanic/Latino,Unknown,"Asian, Non-Hispanic","American Indian/Alaska Native, Non-Hispanic","Pacific Islander, Non-Hispanic","Multiracial, Non-Hispanic",All Ethnicities,"White, Non-Hispanic","Black, Non-Hispanic",Hispanic/Latino,Unknown,"Asian, Non-Hispanic","American Indian/Alaska Native, Non-Hispanic","Pacific Islander, Non-Hispanic","Multiracial, Non-Hispanic",All Ethnicities,"White, Non-Hispanic","Black, Non-Hispanic",Hispanic/Latino,Unknown,"Asian, Non-Hispanic","American Indian/Alaska Native, Non-Hispanic","Pacific Islander, Non-Hispanic","Multiracial, Non-Hispanic",All Ethnicities,"White, Non-Hispanic","Black, Non-Hispanic",Hispanic/Latino,Unknown,"Asian, Non-Hispanic","American Indian/Alaska Native, Non-Hispanic","Pacific Islander, Non-Hispanic","Multiracial, Non-Hispanic",All Ethnicities,"White, Non-Hispanic","Black, Non-Hispanic",Hispanic/Latino,Unknown,"Asian, Non-Hispanic","Multiracial, Non-Hispanic"
All Birth Sexes,All ABO,All Donor States of Residence,,"523,580","364,447","67,797","70,182",929,"14,048","2,639","1,623","1,915","4,145","2,302",988,714,8,70,24,9,30,"7,931","4,782","1,540","1,355",19,132,35,20,48,"5,115","3,163","1,021",773,9,96,18,14,21,"19,341","13,068","2,933","2,800",41,290,125,35,49,"150,117","96,497","22,372","25,170",244,"3,651",925,565,693,"172,701","121,569","21,034","22,747",291,"4,846",914,605,695,"132,912","99,112","14,658","13,814",226,"3,926",520,337,319,"31,280","23,937","3,248","2,799",86,"1,035",78,38,59,38,17,3,10,5,2,1
,,Mississippi,,761,573,175,8,0,3,1,1,0,12,7,5,0,0,0,0,0,0,16,13,2,1,0,0,0,0,0,16,10,6,0,0,0,0,0,0,61,41,18,0,0,2,0,0,0,227,173,49,4,0,0,0,1,0,225,177,46,2,0,0,0,0,0,164,118,44,1,0,0,1,0,0,40,34,5,0,0,1,0,0,0,0,0,0,0,0,0,0
,,Missouri,,"2,138","1,836",236,43,1,12,4,5,1,17,14,3,0,0,0,0,0,0,35,29,5,1,0,0,0,0,0,23,21,2,0,0,0,0,0,0,124,105,16,1,0,0,1,0,1,700,580,96,16,0,3,1,4,0,596,525,55,12,0,3,1,0,0,492,426,49,8,1,6,1,1,0,150,136,10,4,0,0,0,0,0,1,0,0,1,0,0,0
,,Montana,,327,307,3,6,0,0,11,0,0,4,3,0,0,0,0,1,0,0,5,5,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,29,29,0,0,0,0,0,0,0,123,110,2,4,0,0,7,0,0,96,94,0,1,0,0,1,0,0,52,48,1,1,0,0,2,0,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,Nebraska,,584,520,33,24,0,3,3,0,1,8,6,0,1,0,0,1,0,0,19,15,2,2,0,0,0,0,0,12,11,0,1,0,0,0,0,0,31,28,1,1,0,0,1,0,0,177,153,13,8,0,1,1,0,1,152,138,6,7,0,1,0,0,0,151,139,7,4,0,1,0,0,0,34,30,4,0,0,0,0,0,0,0,0,0,0,0,0,0
,,Nevada,,835,600,54,126,5,31,6,9,4,4,3,0,1,0,0,0,0,0,11,9,1,0,0,1,0,0,0,6,3,1,2,0,0,0,0,0,38,20,5,11,0,0,1,0,1,232,159,16,43,0,7,2,3,2,236,172,17,30,3,8,2,3,1,239,179,13,32,1,11,1,2,0,69,55,1,7,1,4,0,1,0,0,0,0,0,0,0,0
,,New Hampshire,,405,388,4,9,1,2,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,23,0,0,0,0,0,0,0,92,88,2,2,0,0,0,0,0,166,156,2,4,1,2,0,0,1,95,94,0,1,0,0,0,0,0,27,26,0,1,0,0,0,0,0,0,0,0,0,0,0,0
,,New Jersey,,"2,348","1,664",268,320,6,81,1,2,6,10,6,0,2,0,1,0,0,1,34,23,8,2,0,1,0,0,0,19,12,1,5,0,1,0,0,0,74,51,10,12,0,1,0,0,0,658,439,87,111,1,18,0,1,1,712,523,70,92,2,23,0,1,1,675,491,74,82,1,23,1,0,3,166,119,18,14,2,13,0,0,0,0,0,0,0,0,0,0
,,New Mexico,,557,309,10,212,0,6,19,0,1,5,3,0,1,0,0,1,0,0,14,6,2,4,0,0,2,0,0,4,3,0,1,0,0,0,0,0,50,23,0,25,0,0,2,0,0,191,89,7,85,0,2,7,0,1,161,100,0,54,0,3,4,0,0,108,68,1,36,0,1,2,0,0,24,17,0,6,0,0,1,0,0,0,0,0,0,0,0,0
,,New York,,"4,771","3,245",541,831,28,113,4,3,6,26,17,3,5,0,1,0,0,0,66,32,15,15,0,1,0,0,3,43,32,5,5,1,0,0,0,0,159,109,19,31,0,0,0,0,0,"1,403",879,193,289,6,31,2,1,2,"1,395",968,138,246,6,33,2,2,0,"1,249",894,130,182,11,32,0,0,0,430,314,38,58,4,15,0,0,1,0,0,0,0,0,0,0
,,North Carolina,,"2,601","2,043",397,109,0,18,22,2,10,31,19,8,2,0,1,0,0,1,34,24,5,5,0,0,0,0,0,32,20,8,3,0,1,0,0,0,138,110,20,4,0,0,4,0,0,850,657,142,34,0,1,10,2,4,735,569,107,44,0,8,5,0,2,624,502,95,15,0,6,3,0,3,157,142,12,2,0,1,0,0,0,0,0,0,0,0,0,0
,,North Dakota,,261,237,4,4,0,0,15,0,1,2,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,19,17,1,0,0,0,1,0,0,86,75,1,2,0,0,8,0,0,78,71,2,1,0,0,4,0,0,60,57,0,1,0,0,1,0,1,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,Ohio,,"3,901","3,424",378,61,5,25,1,0,7,32,30,1,0,0,0,0,0,1,55,47,6,1,1,0,0,0,0,47,33,10,3,0,1,0,0,0,195,162,26,2,1,3,0,0,1,"1,223","1,041",147,21,2,9,1,0,2,"1,193","1,052",110,24,1,4,0,0,2,941,858,67,9,0,6,0,0,1,215,201,11,1,0,2,0,0,0,0,0,0,0,0,0,0
,,Oklahoma,,"1,224","1,030",67,52,0,8,62,0,5,12,9,0,1,0,0,2,0,0,33,27,5,0,0,1,0,0,0,32,29,1,1,0,0,1,0,0,100,84,11,4,0,0,1,0,0,375,304,28,19,0,1,21,0,2,332,286,10,10,0,2,21,0,3,287,242,12,15,0,4,14,0,0,53,49,0,2,0,0,2,0,0,0,0,0,0,0,0,0
,,Oregon,,940,860,10,44,0,16,4,1,5,10,9,0,1,0,0,0,0,0,21,19,1,1,0,0,0,0,0,10,10,0,0,0,0,0,0,0,55,50,2,1,0,2,0,0,0,322,286,5,21,0,5,3,0,2,278,258,0,14,0,5,0,1,0,215,201,2,4,0,4,1,0,3,29,27,0,2,0,0,0,0,0,0,0,0,0,0,0,0
,,Pennsylvania,,"5,124","4,387",440,243,2,42,4,2,4,37,29,4,4,0,0,0,0,0,78,59,11,5,0,1,0,0,2,48,37,7,2,0,2,0,0,0,228,187,26,14,0,1,0,0,0,"1,449","1,185",160,84,0,14,3,2,1,"1,456","1,271",99,76,0,9,1,0,0,"1,382","1,213",110,45,2,11,0,0,1,446,406,23,13,0,4,0,0,0,0,0,0,0,0,0,0
,,
,,
,,Puerto Rico,,610,10,2,598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,10,0,0,0,0,0,5,0,0,5,0,0,0,0,0,35,1,0,34,0,0,0,0,0,199,2,0,197,0,0,0,0,0,129,3,0,126,0,0,0,0,0,167,2,2,163,0,0,0,0,0,65,2,0,63,0,0,0,0,0,0,0,0,0,0,0,0
,,Rhode Island,,273,223,8,36,0,4,1,1,0,0,0,0,0,0,0,0,0,0,4,2,0,2,0,0,0,0,0,3,0,0,3,0,0,0,0,0,12,10,0,2,0,0,0,0,0,83,61,3,15,0,3,1,0,0,84,73,2,7,0,1,0,1,0,71,61,3,7,0,0,0,0,0,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,South Carolina,,"1,369","1,069",248,34,1,12,2,1,2,6,4,2,0,0,0,0,0,0,31,20,9,1,0,0,0,1,0,16,10,5,0,0,1,0,0,0,86,59,22,4,0,1,0,0,0,404,302,77,16,1,6,1,0,1,390,319,63,5,0,1,1,0,1,356,292,54,8,0,2,0,0,0,80,63,16,0,0,1,0,0,0,0,0,0,0,0,0,0
,,South Dakota,,258,231,2,5,0,2,16,0,2,3,3,0,0,0,0,0,0,0,5,4,0,0,0,0,1,0,0,6,5,1,0,0,0,0,0,0,14,10,1,1,0,0,2,0,0,83,71,0,1,0,1,9,0,1,90,85,0,2,0,0,2,0,1,45,42,0,1,0,0,2,0,0,12,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0
,,State unassigned,,"1,549",827,131,443,37,91,4,12,4,5,3,2,0,0,0,0,0,0,21,11,4,6,0,0,0,0,0,23,13,0,9,1,0,0,0,0,74,30,10,28,5,1,0,0,0,576,286,46,188,16,32,2,4,2,453,229,39,132,10,35,1,6,1,304,195,24,61,4,16,1,2,1,93,60,6,19,1,7,0,0,0,0,0,0,0,0,0,0
,,Tennessee,,"2,118","1,808",248,52,1,4,1,1,3,28,19,6,0,0,2,0,0,1,53,40,9,4,0,0,0,0,0,24,20,4,0,0,0,0,0,0,117,101,12,4,0,0,0,0,0,692,586,92,13,0,0,0,0,1,632,535,72,20,0,2,1,1,1,461,408,43,9,1,0,0,0,0,111,99,10,2,0,0,0,0,0,0,0,0,0,0,0,0
,,Texas,,"6,453","4,054",640,"1,640",13,82,8,2,14,71,35,11,24,1,0,0,0,0,171,109,24,36,1,1,0,0,0,89,51,14,22,0,2,0,0,0,408,247,48,107,0,6,0,0,0,"2,195","1,259",225,668,6,29,2,1,5,"1,851","1,179",171,466,0,26,3,1,5,"1,376",951,125,275,4,15,3,0,3,291,222,22,42,1,3,0,0,1,1,1,0,0,0,0,0
,,Utah,,987,901,5,57,5,10,0,8,1,20,17,1,1,0,0,0,1,0,19,18,0,1,0,0,0,0,0,13,12,0,1,0,0,0,0,0,63,59,0,4,0,0,0,0,0,358,328,2,17,1,4,0,6,0,290,258,1,24,2,3,0,1,1,189,174,1,9,2,3,0,0,0,35,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,Vermont,,183,178,3,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,67,62,3,2,0,0,0,0,0,50,50,0,0,0,0,0,0,0,41,41,0,0,0,0,0,0,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,Virginia,,"2,234","1,737",343,90,2,50,4,3,5,15,12,0,3,0,0,0,0,0,40,27,11,2,0,0,0,0,0,24,21,3,0,0,0,0,0,0,111,88,19,2,0,2,0,0,0,700,517,129,33,0,15,1,0,5,680,535,97,28,2,14,1,3,0,525,424,67,20,0,13,1,0,0,138,113,16,2,0,6,1,0,0,1,0,1,0,0,0,0
,,Washington,,"1,656","1,421",49,95,1,49,13,11,17,16,15,0,1,0,0,0,0,0,26,23,1,1,0,0,0,0,1,16,15,0,0,1,0,0,0,0,83,73,2,5,0,0,1,2,0,530,438,19,40,0,14,6,6,7,529,450,16,34,0,19,3,1,6,389,346,9,13,0,13,3,2,3,67,61,2,1,0,3,0,0,0,0,0,0,0,0,0,0
,,West Virginia,,695,665,25,4,1,0,0,0,0,2,2,0,0,0,0,0,0,0,15,13,2,0,0,0,0,0,0,9,9,0,0,0,0,0,0,0,34,32,2,0,0,0,0,0,0,225,216,7,2,0,0,0,0,0,195,188,6,1,0,0,0,0,0,164,158,4,1,1,0,0,0,0,51,47,4,0,0,0,0,0,0,0,0,0,0,0,0,0
,,Wisconsin,,"2,309","2,117",111,58,1,8,13,1,0,22,16,3,3,0,0,0,0,0,26,21,5,0,0,0,0,0,0,19,13,3,3,0,0,0,0,0,117,98,12,6,0,0,1,0,0,693,623,38,24,0,2,6,0,0,663,618,24,12,0,5,3,1,0,622,584,24,10,0,1,3,0,0,147,144,2,0,1,0,0,0,0,0,0,0,0,0,0,0
,,Wyoming,,214,200,3,6,0,2,3,0,0,4,3,0,0,0,0,1,0,0,2,1,0,1,0,0,0,0,0,2,2,0,0,0,0,0,0,0,21,21,0,0,0,0,0,0,0,76,72,2,1,0,0,1,0,0,60,54,1,3,0,2,0,0,0,43,41,0,1,0,0,1,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,B,All Donor States of Residence,,"28,802","16,678","6,751","3,270",63,"1,710",83,143,104,292,114,121,43,0,12,0,1,1,520,256,170,71,1,14,2,1,5,393,197,128,46,1,14,1,2,4,"1,534",831,408,216,6,57,6,7,3,"9,410","5,142","2,417","1,206",20,506,25,54,40,"8,298","4,869","1,880",902,15,523,32,47,30,"6,764","4,231","1,343",645,16,470,12,30,17,"1,590","1,037",284,141,4,114,5,1,4,1,1,0,0,0,0,0
,,Alabama,,490,241,230,8,0,10,0,0,1,11,5,6,0,0,0,0,0,0,8,3,5,0,0,0,0,0,0,10,4,3,3,0,0,0,0,0,31,15,16,0,0,0,0,0,0,173,83,84,2,0,4,0,0,0,138,72,60,1,0,4,0,0,1,99,48,48,1,0,2,0,0,0,20,11,8,1,0,0,0,0,0,0,0,0,0,0,0,0
,,Alaska,,65,47,4,3,0,4,5,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,1,0,0,18,13,0,0,0,2,2,1,0,23,16,2,3,0,1,1,0,0,14,11,2,0,0,0,0,1,0,4,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0
,,Arizona,,472,290,51,107,0,20,3,0,1,6,3,1,2,0,0,0,0,0,9,2,1,3,0,3,0,0,0,5,3,0,2,0,0,0,0,0,25,14,0,11,0,0,0,0,0,186,114,19,46,0,5,2,0,0,126,72,20,25,0,8,1,0,0,95,67,9,15,0,3,0,0,1,20,15,1,3,0,1,0,0,0,0,0,0,0,0,0,0
,,Arkansas,,244,145,83,10,0,2,0,2,2,2,0,2,0,0,0,0,0,0,7,2,4,0,0,0,0,0,1,4,1,2,0,0,0,0,1,0,13,8,4,1,0,0,0,0,0,94,54,34,5,0,0,0,0,1,74,48,23,1,0,1,0,1,0,39,23,12,3,0,1,0,0,0,11,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0
,,California,,"2,961","1,205",391,769,8,522,4,39,23,21,6,4,8,0,3,0,0,0,38,19,3,13,0,3,0,0,0,44,14,11,11,0,5,0,1,2,146,56,16,54,1,18,0,1,0,969,368,150,287,2,137,1,17,7,865,347,118,209,1,164,3,14,9,733,326,81,158,4,155,0,6,3,145,69,8,29,0,37,0,0,2,0,0,0,0,0,0,0
,,Colorado,,424,295,39,67,0,19,2,2,0,2,1,0,1,0,0,0,0,0,8,5,0,3,0,0,0,0,0,5,2,0,2,0,1,0,0,0,28,14,4,8,0,1,1,0,0,163,119,14,21,0,8,0,1,0,123,87,10,21,0,4,0,1,0,84,60,10,10,0,4,0,0,0,11,7,1,1,0,1,1,0,0,0,0,0,0,0,0,0
,,Connecticut,,308,212,43,37,1,13,0,0,2,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,6,2,1,3,0,0,0,0,0,17,9,4,3,1,0,0,0,0,86,53,17,10,0,6,0,0,0,95,69,12,10,0,2,0,0,2,86,67,8,7,0,4,0,0,0,16,12,1,2,0,1,0,0,0,0,0,0,0,0,0,0
,,Delaware,,118,81,35,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,7,5,1,1,0,0,0,0,0,42,29,12,0,0,1,0,0,0,34,22,12,0,0,0,0,0,0,24,17,7,0,0,0,0,0,0,7,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,,District of Columbia,,130,21,99,7,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,56,12,38,5,0,1,0,0,0,30,5,22,1,0,1,0,0,1,22,1,20,1,0,0,0,0,0,16,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0
,,Florida,,"1,673",990,396,216,6,54,2,6,3,26,9,13,4,0,0,0,0,0,44,16,15,12,0,1,0,0,0,34,18,11,3,1,1,0,0,0,76,43,24,7,0,2,0,0,0,529,285,148,76,2,13,1,3,1,451,285,92,52,1,19,1,0,1,418,264,82,54,1,14,0,2,1,95,70,11,8,1,4,0,1,0,0,0,0,0,0,0,0
,,Georgia,,804,357,377,34,1,31,0,0,4,4,1,3,0,0,0,0,0,0,24,7,15,1,0,0,0,0,1,18,5,10,2,0,0,0,0,1,59,25,27,5,0,2,0,0,0,269,115,132,10,0,11,0,0,1,227,99,104,13,1,9,0,0,1,170,84,75,2,0,9,0,0,0,33,21,11,1,0,0,0,0,0,0,0,0,0,0,0,0
,,Hawaii,,124,23,4,3,1,53,1,34,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,2,0,1,0,31,4,2,1,1,9,0,13,1,49,7,1,1,0,25,0,14,1,35,9,1,1,0,14,1,6,3,4,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0
,,Idaho,,80,71,1,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,22,19,0,3,0,0,0,0,0,22,20,0,2,0,0,0,0,0,22,18,1,2,0,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,Illinois,,"1,430",701,491,155,1,71,2,4,5,13,2,10,1,0,0,0,0,0,24,11,11,1,0,1,0,0,0,18,4,12,2,0,0,0,0,0,92,46,28,14,0,4,0,0,0,472,211,169,71,1,16,0,2,2,386,194,117,44,0,26,2,1,2,343,186,120,15,0,21,0,1,0,82,47,24,7,0,3,0,0,1,0,0,0,0,0,0,0
,,Indiana,,557,406,105,28,0,15,0,1,2,6,5,1,0,0,0,0,0,0,9,8,1,0,0,0,0,0,0,8,3,4,1,0,0,0,0,0,37,24,11,2,0,0,0,0,0,182,122,39,12,0,7,0,1,1,172,133,26,9,0,3,0,0,1,120,91,20,4,0,5,0,0,0,23,20,3,0,0,0,0,0,0,0,0,0,0,0,0,0
,,Iowa,,267,232,23,6,0,6,0,0,0,9,5,2,2,0,0,0,0,0,4,3,0,1,0,0,0,0,0,3,1,2,0,0,0,0,0,0,15,15,0,0,0,0,0,0,0,75,60,11,2,0,2,0,0,0,68,64,2,0,0,2,0,0,0,79,71,5,1,0,2,0,0,0,14,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,,Kansas,,249,177,45,16,1,7,3,0,0,3,1,2,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,12,9,1,2,0,0,0,0,0,16,12,1,2,1,0,0,0,0,76,46,24,4,0,1,1,0,0,69,53,9,3,0,3,1,0,0,59,46,6,5,0,2,0,0,0,10,6,2,0,0,1,1,0,0,0,0,0,0,0,0,0
,,Kentucky,,339,263,62,5,0,8,0,0,1,2,1,1,0,0,0,0,0,0,3,1,2,0,0,0,0,0,0,3,2,1,0,0,0,0,0,0,19,16,2,0,0,1,0,0,0,134,95,29,4,0,5,0,0,1,92,74,16,0,0,2,0,0,0,76,66,9,1,0,0,0,0,0,10,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0
,,Louisiana,,526,236,268,8,1,12,1,0,0,7,3,4,0,0,0,0,0,0,13,7,4,1,0,1,0,0,0,4,0,4,0,0,0,0,0,0,44,16,27,1,0,0,0,0,0,194,89,93,4,1,6,1,0,0,135,65,67,2,0,1,0,0,0,111,47,61,0,0,3,0,0,0,18,9,8,0,0,1,0,0,0,0,0,0,0,0,0,0
,,Maine,,106,99,4,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,36,34,0,1,0,0,0,0,1,25,23,2,0,0,0,0,0,0,27,24,2,0,0,1,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,Maryland,,714,311,336,35,0,31,0,1,0,2,1,1,0,0,0,0,0,0,8,2,5,1,0,0,0,0,0,7,2,5,0,0,0,0,0,0,25,10,14,0,0,1,0,0,0,251,94,135,14,0,8,0,0,0,224,88,114,12,0,10,0,0,0,154,88,49,7,0,9,0,1,0,43,26,13,1,0,3,0,0,0,0,0,0,0,0,0,0
,,Massachusetts,,515,369,54,64,1,22,1,1,3,3,2,0,1,0,0,0,0,0,7,5,1,1,0,0,0,0,0,6,4,1,0,0,1,0,0,0,21,14,3,3,0,0,0,0,1,137,82,22,22,0,8,1,1,1,174,120,15,29,0,10,0,0,0,139,121,10,4,1,2,0,0,1,28,21,2,4,0,1,0,0,0,0,0,0,0,0,0,0
,,Michigan,,"1,047",739,257,26,0,21,2,2,0,7,5,2,0,0,0,0,0,0,23,17,6,0,0,0,0,0,0,15,10,4,1,0,0,0,0,0,44,24,19,0,0,0,0,1,0,350,235,97,8,0,10,0,0,0,309,217,69,14,0,6,2,1,0,244,188,49,3,0,4,0,0,0,55,43,11,0,0,1,0,0,0,0,0,0,0,0,0,0
,,Minnesota,,467,380,45,8,2,28,2,0,2,5,3,1,0,0,1,0,0,0,2,2,0,0,0,0,0,0,0,7,6,0,0,0,1,0,0,0,17,13,1,2,0,1,0,0,0,143,101,24,2,1,13,1,0,1,156,134,10,3,1,7,1,0,0,106,92,8,1,0,4,0,0,1,31,29,1,0,0,1,0,0,0,0,0,0,0,0,0,0
,,Mississippi,,269,124,137,2,0,6,0,0,0,2,1,1,0,0,0,0,0,0,9,2,7,0,0,0,0,0,0,5,3,2,0,0,0,0,0,0,24,13,11,0,0,0,0,0,0,86,43,39,1,0,3,0,0,0,76,32,41,1,0,2,0,0,0,55,24,30,0,0,1,0,0,0,12,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0
,,Missouri,,650,432,188,15,0,9,4,0,2,7,3,4,0,0,0,0,0,0,9,6,2,0,0,0,0,0,1,4,3,1,0,0,0,0,0,0,34,23,10,0,0,1,0,0,0,223,136,73,6,0,5,2,0,1,172,121,44,5,0,0,2,0,0,165,117,43,2,0,3,0,0,0,35,22,11,2,0,0,0,0,0,1,1,0,0,0,0,0
,,
,,
,,Montana,,64,61,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,25,24,0,0,0,1,0,0,0,18,16,1,1,0,0,0,0,0,11,11,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,Nebraska,,144,115,15,9,0,4,1,0,0,1,1,0,0,0,0,0,0,0,4,2,0,1,0,0,1,0,0,2,2,0,0,0,0,0,0,0,9,8,0,1,0,0,0,0,0,40,34,3,2,0,1,0,0,0,41,30,7,3,0,1,0,0,0,34,30,2,1,0,1,0,0,0,13,8,3,1,0,1,0,0,0,0,0,0,0,0,0,0
,,Nevada,,281,155,47,37,2,33,2,3,2,8,3,2,2,0,1,0,0,0,7,6,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,19,10,4,3,0,1,0,1,0,76,43,12,11,0,9,1,0,0,76,40,17,8,1,8,0,0,2,75,44,10,10,1,8,0,2,0,19,8,2,2,0,6,1,0,0,0,0,0,0,0,0,0
,,New Hampshire,,90,80,3,5,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,20,19,0,1,0,0,0,0,0,31,25,3,2,0,0,0,0,1,26,24,0,1,0,0,0,0,1,5,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0
,,New Jersey,,898,508,218,89,2,75,2,4,0,6,1,3,2,0,0,0,0,0,8,0,7,0,0,1,0,0,0,7,1,4,0,0,2,0,0,0,34,14,12,7,0,1,0,0,0,247,135,65,26,1,19,1,0,0,267,148,66,29,0,21,1,2,0,256,166,44,21,0,23,0,2,0,73,43,17,4,1,8,0,0,0,0,0,0,0,0,0,0
,,New Mexico,,160,73,10,72,1,3,1,0,0,1,0,0,1,0,0,0,0,0,2,0,0,2,0,0,0,0,0,3,3,0,0,0,0,0,0,0,8,1,1,6,0,0,0,0,0,64,31,2,28,1,1,1,0,0,47,23,5,18,0,1,0,0,0,25,10,2,12,0,1,0,0,0,10,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0
,,New York,,"1,789",918,422,293,5,134,2,8,7,17,3,6,8,0,0,0,0,0,29,9,10,7,0,1,0,1,1,18,9,5,4,0,0,0,0,0,57,29,11,11,0,5,0,0,1,536,258,138,99,0,36,1,2,2,520,283,109,79,1,44,0,2,2,464,243,109,69,2,36,1,3,1,148,84,34,16,2,12,0,0,0,0,0,0,0,0,0,0
,,North Carolina,,797,427,316,26,0,16,9,1,2,12,2,10,0,0,0,0,0,0,18,10,7,1,0,0,0,0,0,8,2,6,0,0,0,0,0,0,43,24,18,1,0,0,0,0,0,284,149,119,9,0,5,0,1,1,234,129,83,11,0,5,6,0,0,155,92,52,3,0,5,2,0,1,43,19,21,1,0,1,1,0,0,0,0,0,0,0,0,0
